year,title,artist,song_id,lyric,genre
1975,하얀 나비 (Narr. 이윤선),김정호,1139815,"
							음- 생각을 말아요 지나간 일들을 음- 그리워 말아요 떠나갈 임인데 꽃잎은 시들어요 슬퍼하진 말아요 때가 되면 다시 필 걸 서러워 말아요 음- 음- 어디로 갔을까 길 잃은 나그네는 음- 어디로 갈까요 님 찾는 하얀 나비 꽃들은 시들어요 슬프하진 말아요 때가 되면 다시 필걸 서러워 말아요 음- 	
					",성인가요
1975,해뜰 날,송대관,58027,"
							꿈을 안고 왔단다내가 왔단다슬픔도 괴로움도 모두 모두 비켜라안 되는 일 없단다 노력하면은 쨍하고 해뜰 날 돌아온단다쨍하고 해뜰 날 돌아온단다뛰고뛰고 뛰는 몸이라 괴로웁지만 힘겨운 나의 인생 구름 걷히고산뜻하게 맑은 날 돌아온단다 쨍하고 해뜰 날 돌아온단다쨍하고 해뜰 날 돌아온단다꿈을 안고 왔단다 내가 왔단다 슬픔도 괴로움도 모두 모두 비켜라안 되는 일 없단다 노력하면은 쨍하고 해뜰 날 돌아온단다쨍하고 해뜰 날 돌아온단다뛰고뛰고 뛰는 몸이라 괴로웁지만 힘겨운 나의 인생 구름 걷히고산뜻하게 맑은 날 돌아온단다 쨍하고 해뜰 날 돌아온단다쨍하고 해뜰 날 돌아온단다쨍하고 해뜰 날 돌아온단다쨍하고 해뜰 날 돌아온단다쨍하고 해뜰 날 돌아온단다
					",성인가요
1975,화가 났을까,김세환,3997717,"
							손을 뿌리치면서 집에 가야겠다고화를 발칵 뛰어가는 모습이건 이런것이고 저건 저런것이다암만애기해도 전혀 듣질 않네정말 화가 났을까 정말 토라졌을까 밤새 잠못 자고 끙끙앓았는데아마 풀어질거야 아마 돌아설거아밤새 잠못 자고 달래보네다신 안 만난다고 용서할 수 없다고크게 맘 목고 하룰 보냈는데 자꾸 보고 싶어서 종일 애가 탔었네만나보고 싶어 속이 닳았었네정말 화가 났을까 정말 토라졌을까 밤새 잠못 자고 끙끙 앓았는데아마 풀어질거야 아마돌아설거아밤새 잠못 자고 나를 달래보네정말 화가 났을까 정말 토라졌을까밤새 잠못자고 끙끙 앓았는데아마 풀어질거야 아마 돌아설거아밤새 잠못 자고 나를 달래보네
					",포크/블루스
1975,휘파람을 부세요,정미조,194738,"
							제가 보고 싶을 땐두 눈을 꼭 감고나즈막히 소리 내어휘파람을 부세요외롭다고 느끼실 땐두 눈을 꼭 감고나즈막히 소리 내어휘파람을 부세요휘파람 소리에 꿈이 서려 있어요휘파람 소리에 사랑이 담겨 있어요누군가가 그리울 땐두 눈을 꼭 감고나즈막히 소리 내어휘파람을 부세요휘파람 소리에 꿈이 서려 있어요휘파람 소리에 사랑이 담겨 있어요누군가가 그리울 땐두 눈을 꼭 감고나즈막히 소리 내어휘파람을 부세요나즈막히 소리 내어휘파람을 부세요 
					",발라드
1976,고목나무,장욱조,1086818,"
							저산마루 깊은 밤산새들도 잠들고우뚝 선 고목이달빛아래 외롭네옛사람 간곳 없다올일도 없지마는만날 날 기다리며오늘이 또 간다가고또가면 기다릴 그 날이올일이 가깝구나저산마루 깊은 밤산새들도 잠들고우뚝 선 고목이 달빛아래 외롭네옛사람 간곳 없다올일도 없지마는만날 날 기다리면 오늘이 또 간다가고 또 가면 기다릴 그 날이올일이 가깝구나저산마루 깊은 밤산새들도 잠들고우뚝선 고목이 달빛아래 외롭네 
					",성인가요
1979,고목나무,장욱조,1086818,"
							저산마루 깊은 밤산새들도 잠들고우뚝 선 고목이달빛아래 외롭네옛사람 간곳 없다올일도 없지마는만날 날 기다리며오늘이 또 간다가고또가면 기다릴 그 날이올일이 가깝구나저산마루 깊은 밤산새들도 잠들고우뚝 선 고목이 달빛아래 외롭네옛사람 간곳 없다올일도 없지마는만날 날 기다리면 오늘이 또 간다가고 또 가면 기다릴 그 날이올일이 가깝구나저산마루 깊은 밤산새들도 잠들고우뚝선 고목이 달빛아래 외롭네 
					",성인가요
1976,그누가 모르나,이영식,3620478,"
							그누가 노래를 모르나그누가 사랑을 모르나그누가 그리워 지는가하늘같은 마음에 마음에내일의 희망을 노래에 담고서너의 가슴 깊이 간직할수 있겠지오늘의 사랑을 마음에 실고서꽃을 피워주듯이 간직하겠지그누가 노래를 모르나그누가 사랑을 모르나그누가 그리워 지는가하늘같은 마음에 마음에내일의 희망을 노래에 담고서너의 가슴 깊이 간직할수 있겠지오늘의 사랑을 마음에 실고서꽃을 피워주듯이 간직하겠지그누가 노래를 모르나그누가 사랑을 모르나그누가 그리워 지는가하늘같은 마음에 마음에그누가 노래를 모르나그누가 사랑을 모르나그누가 그리워 지는가하늘같은 마음에 마음에
					",성인가요
1976,그 소녀,권태수,995801,"
							까만 두 눈 깜박거리며 미소짓는 소녀 보고서 내 가슴이 두근거리네 자꾸자꾸 두근거리네 어떻하면 알 수 있을까 다가가서 말을 건넬까 망설이는 나의 마음을 그 소녀는 알고 있을까 하얀 얼굴 붉게 붉히며 나를 보는 소녀보고서 내 가슴이 두근거리네 자꾸자꾸 두근거리네 어떡하면 알 수 있을까 다가가서 말을 건넬까 망설이는 나의 마음을 그 소녀는 알고 있을까어떡하면 알 수 있을까 다가가서 말을 건넬까 망설이는 나의 마음을 그 소녀는 알고 있을까 망설이는 나의 마음을그 소녀는 알고 있을까 
					",성인가요
1976,그대 있음에,송창식,539552,"
							그대의 근심 있는 곳에나를 불러 손잡게 하라큰 기쁨과 조용한 갈망이그대 있음에나의 마음에 자라거늘오오오 오 오오 오 오오오오오 오오오오오 오오오 오 오 오오오오오오 오 오오오오오 오오 오오그리운 이여그대 있음에 내가 있네나를 불러 손잡게 해그대의 사랑 문을 열 때내가 있어 그 빛에 살게 해사는 것의 외롭고 고단한그대 있음에사랑의 뜻을 배우니오오오 오 오오 오 오오오오오 오오오오오 오오오 오 오 오오오오오오 오 오오오오오 오오 오오그리운 이여그대 있음에 내가 있네나를 불러 손잡게 해나를 불러 손잡게 해 
					",포크/블루스
1976,그리운 사람은,이필원,54319,"
							그리운 사람은그리운 사람은 저기오네사랑스런 두 눈에행복을 가득 담고 나를 찾네그리운 사람은뛰는 가슴 달래며 저기오네하얀구름 수 놓으면새들도 짝을 지어 노래하네그리운 사람은오늘도 날보며 웃음짓네그리운 사람은 저기오네그리운 사람은 저기오네그리운 사람은그리운 사람은 저기오네기다리던 마음에기쁨을 하나 가득 안겨주네그리운 사람은뛰는 가슴 달래며 저기오네새들도 노래하네우리의 행복한 두 마음을그리운 사람은오늘도 날보며 웃음짓네그리운 사람은 저기오네그리운 사람은 저기오네그리운 사람은 저기오네 
					",포크/블루스
1976,끝이 없는 길,박인희,48212,"
							길 가의 가로수 옷을 벗으면떨어지는 잎새 위에어리는 얼굴그 모습 보려고 가까이 가면나를 두고 저만큼 또 멀어지네아 이 길은 끝이 없는길계절이 다가도록 걸어 가는길잊혀진 얼굴이 되살아 나는저만큼의 거리는 얼마 쯤일까바람이 불어와 볼에 스치면다시 한번 그 시절로가고 싶어라아 이 길은 끝이 없는길계절이 다가도록 걸어 가는길걸어 가는길 음 
					",포크/블루스
1976,나를 두고 아리랑,Trippers,3007043,,성인가요
1976,눈으로,권태수,995797,"
							눈으로 말해요.살짝이 말해요.남들이알지 못하도록 눈으로 말해요.사랑은눈으로 눈으로 한대요.남들알까 부끄러워 눈으로 한대요.사랑은 눈으로 눈으로 한대요 진실한 사랑은 눈을 보면 안대요.그검은 두눈은 거짓 말을안해요.눈으로 말해요. 살짝이 말해요.남들이알지 못하도록 눈으로 말해요. 남들이 알지 못하도록 눈으로말해요.
					",성인가요
1977,눈으로,권태수,995797,"
							눈으로 말해요.살짝이 말해요.남들이알지 못하도록 눈으로 말해요.사랑은눈으로 눈으로 한대요.남들알까 부끄러워 눈으로 한대요.사랑은 눈으로 눈으로 한대요 진실한 사랑은 눈을 보면 안대요.그검은 두눈은 거짓 말을안해요.눈으로 말해요. 살짝이 말해요.남들이알지 못하도록 눈으로 말해요. 남들이 알지 못하도록 눈으로말해요.
					",성인가요
1976,눈이 큰 아이,버들피리,1009254,"
							내 마음에 슬픔어린추억 있었지청바지를 즐겨 입던눈이 큰 아이이슬비 오는 밤길에는우산을 들~고말~ 없이 따라오던눈이 큰 아이내 마음에 슬픔 어린추억 있었지지~금은 어딨을까눈이 큰 아이내 마음에 슬픔어린추억 있었지청바지를 즐겨입던눈이 큰 아이눈~ 내리는 밤길에는두 손을 잡~고말~없이 걷자하던눈이 큰 아이내 마음에 슬픔어린추억 있었지지~금은 생각나는눈이 큰 아이눈이 큰 아이눈이 큰 아이
					",성인가요
1976,당신은 모르실거야,혜은이,1574110,"
							당신은 모르실거야얼마나 사랑했는지세월이 흘러가면은그때서 뉘우칠꺼야마음이 서글플 때나초라해 보일때에는이름을 불러주세요나 거기 서 있을께요두 눈에 넘쳐 흐르는뜨거운 나의 눈물로당신의 아픈 마음을깨끗이 씻어 드릴께당신은 모르실거야얼마나 사모했는지뒤돌아 봐 주세요당신의 사랑은 나요두 눈에 넘쳐 흐르는뜨거운 나의 눈물로당신의 아픈 마음을깨끗이 씻어 드릴께당신은 모르실거야얼마나 사모했는지뒤돌아 봐 주세요당신의 사랑은 나요당신의 사랑은 나요
					",성인가요
1976,두마음,산이슬,997829,"
							그대가 나를 사랑하고내가 그대를 사랑하고두마음 변치않고 언제까지나사랑과 믿음으로 살아가도록우리의 사랑은 영원하리라두마음 변치않고 언제까지나사랑과 믿음으로 살아가면은우리의 사랑은 영원하리라
					",포크/블루스
1976,둘일 때는 좋았지,송창식,31618215,,포크/블루스
1976,둘이 걸었네,정종숙,1004251,"
							둘이 걸었네 어제 그길을불빛따라 우산도 없이오늘밤에는 가로등불이유난히도 반짝입니다수많은 사람들의 오가는 기쁨꿈꾸는 거리마다 수많은 사연둘이 걸었네 불빛사이로속삭이며 둘이걸었네오늘밤에는 가로등불이유난히도 반짝입니다만나면 하는 말은 별로 없지만그래도 행복한건 우리둘인데오늘도 우리는 둘이 걸었네수많은 사람들의 오가는 기쁨꿈꾸는 거리마다 수많은 사연둘이걸었네 불빛사이로속삭이며 둘이 걸었네오늘밤에는 가로등불이유난히도 반짝입니다만나면 하는 말은 별로 없지만그래도 행복한건 우리둘인데오늘도 우리는 둘이 걸었네 
					",포크/블루스
1976,둘이서,박상규,1623845,"
							고왔던 눈웃음속삭임 다정하게우리는 행복해서둘이서 둘이서 둘이서하늘 끝이 없다해도둘이 갈 사인데너와나의 그 약속이물거품이 되었나그렇게 다정했던우리들의 사랑이고왔던 눈웃음속삭임 다정하게우리는 행복해서둘이서 둘이서 둘이서하늘 끝이 없다해도둘이 갈 사인데너와나의 그 약속이물거품이 되었나그렇게 다정했던우리들의 사랑이 
					",발라드
1976,모래탑,김훈,31639377,,성인가요
1976,비에 젖은 비둘기,이승연,1930184,"
							비에 젖은 비둘기가 서러웁게 우네요자기 짝을 어디두고 저리 슬피울까요구름가고 달이가고 소슬바람 부는데왜 이렇게 내 마음은 비둘기를 닮을까지금은 어느곳에그리운 사람이여아는가 옛님이여 비둘기 내 마음을비에 젖은 내 마음을  비에 젖은 비둘기가 서러웁게 우네요자기 짝을 어디두고 저리 슬피울까요구름가고 달이가고 소슬바람 부는데왜 이렇게 내 마음은 비둘기를 닮을까지금은 어느곳에그리운 사람이여아는가 옛님이여 비둘기 내 마음을비에 젖은 내 마음을
					",성인가요
